Flow ID, Timestamp, Flow Duration, Total Fwd Packets,Total Length of Fwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean,Bwd Packet Length Max, Bwd Packet Length Min,Flow Bytes/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Variance,FIN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min, Idle Std, Label, Protocol_0, Protocol_6
172.16.0.1-192.168.10.50-54677-80-6,0,0.0151832986081976,9.100920103022416e-06,2.0155038759689923e-06,0.0008058017727639,0.0,0.0014588242838344,0.4485407066052227,0.0,1.4518961909952965e-300,0.0025306400033473,0.0086812725480038,0.0150528317026099,1.3833331719444634e-06,6.2725e-05,0.000121808716531,2.099999790000021e-06,0.015181925,0.0050606416666666,0.0123010941441223,0.015052725,3.1583333333333333e-06,0.0,0.0,0.0,0.0,0.9998558260121304,0.9945920179163048,5.488525413333334e-07,1.0977050829999998e-06,0.0,0.3529411764705882,0.43551476885426,0.4328884303125,0.0,0.0,1.0,0.0,0.0,0.0064102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.1250152587890625,0.003509521484375,9.365181192843128e-06,0.9999997802078264,0.0,0.0,0.0,0.0,0.0,DDoS,0.0,1.0
172.16.0.1-192.168.10.50-54677-80-6,0,0.7463236399203331,3.185322036057845e-05,4.34108527131783e-06,0.0008058017727639,0.0,0.0011782811522825,0.2990271377368151,0.0,1.451861417089048e-300,0.062193734929012,0.2936311697635574,0.7200000303333302,1.4166665013889082e-07,0.1058333333333333,0.3841474553865386,1.2499998750000125e-07,0.00813655,0.0020341375,0.0057747371580576,0.0081277833333333,3.3333333333333334e-08,0.0,0.0,0.0,0.0,0.9998558291160932,0.994592036442032,2.9775585666666673e-08,2.79146115e-08,0.0,0.2352941176470588,0.2497645548052125,0.1974596067857142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039215087890625,0.003509521484375,2.8095543578529385e-05,0.9999997802078264,0.0196267636363636,0.0,0.0196267636363636,0.0196267636363636,0.0,DDoS,0.0,1.0
172.16.0.1-192.168.10.50-54677-80-6,0,0.0798556760132297,0.0,4.651162790697674e-07,0.0002417405318291,0.0025806451612903,0.001009955273385,0.0003072196620583,0.0020718232044198,1.4518607135737434e-300,0.0159712216031176,0.0503390322051906,0.0796060663760094,1.2499998541666836e-07,0.0,0.0,9.9999990000001e-08,0.0796979083333333,0.0199244770833333,0.0565580944405278,0.0796059666666666,8.333333333333334e-09,0.0,0.0,0.0,0.0,0.9998558243980696,0.9945920253265956,3.478502e-08,2.608876505e-07,0.0041436464088397,0.0002417405318291,0.0017979452055564,0.0,0.0,0.0,0.0,1.0,1.0,0.032051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.003509521484375,1.52587890625e-05,0.0,0.9999997802078264,0.0002723,0.0,0.0002723,0.0002723,0.0,BENIGN,0.0,1.0
172.16.0.1-192.168.10.50-54678-80-6,1,0.597821270199717,3.185322036057845e-05,4.34108527131783e-06,0.0008058017727639,0.0,0.0011782811522825,0.4485407066052227,0.0,1.4518615965723691e-300,0.0543474857790223,0.2511784705206334,0.5883333779305508,1.2499998541666836e-07,0.085,0.3144099173317516,1.0833332250000109e-07,0.0013628,0.0004542666666666,0.0010580060438282,0.00131335,3.533333333333333e-06,0.0,0.0,0.0,0.0,0.9998558291160932,0.9945920179163048,3.7172020000000003e-08,2.7879015e-08,0.0,0.3529411764705882,0.2688389094036318,0.2764583619642857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039215087890625,0.003509521484375,2.8095543578529385e-05,0.9999997802078264,0.0087183272727272,0.0,0.0087183272727272,0.0087183272727272,0.0,DDoS,0.0,1.0
172.16.0.1-192.168.10.50-54678-80-6,1,0.0084819325558228,1.8201840206044832e-05,0.0008993023255813,0.1764705882352941,0.0,0.3905497042179928,0.0010240655401945,0.0,1.451924237701507e-300,0.0012117974878886,0.0045051856155044,0.0084315907532443,2.0833330902778067e-07,0.00212045625,0.0059677498416992,8.666665800000087e-07,4.744166666666667e-05,2.372083333333333e-05,4.472082362327053e-05,4.596666666666667e-05,1.475e-06,0.0,0.0,0.0,0.0,0.9998558272537156,0.9945919993905776,1.6374882633333334e-06,1.473739437e-06,0.0,0.1764705882352941,0.3871242390148598,0.1751434424553571,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4455718994140625,0.0039215087890625,1.8730362385686256e-05,0.9999997802078264,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0,1.0
172.16.0.1-192.168.10.50-54678-80-6,0,0.0784650344740385,1.8201840206044832e-05,2.325581395348837e-06,0.0002417405318291,0.0025806451612903,0.001009955273385,0.0,0.0,1.4518607103994224e-300,0.0196163395415632,0.055504648712835,0.0784514415010938,1.2499998541666836e-07,0.0196162333333333,0.0556341106534307,1.0833332250000109e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99985582688124,0.9945919326979602,1.770075916666667e-07,0.0,0.0041436464088397,0.0002417405318291,0.0017979452055564,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039215087890625,0.0,1.8730362385686256e-05,0.9999997802078264,1.4827272727272729e-05,0.0,1.4827272727272729e-05,1.4827272727272729e-05,0.0,DDoS,0.0,1.0
172.16.0.1-192.168.10.50-54678-80-6,0,0.0151751486089447,9.100920103022416e-06,2.0155038759689923e-06,0.0008058017727639,0.0,0.0014588242838344,0.4485407066052227,0.0,1.4518962100602408e-300,0.0025292816701611,0.0086832767340388,0.0150543983691068,2.58333303194448e-07,5.886666666666667e-05,0.000114687745849,1.791666487500018e-06,0.0151749,0.0050583,0.0123058787153518,0.0150542916666666,1.5666666666666668e-06,0.0,0.0,0.0,0.0,0.9998558260121304,0.9945920179163048,5.491473116666667e-07,1.0982946229999998e-06,0.0,0.3529411764705882,0.43551476885426,0.4328884303125,0.0,0.0,1.0,0.0,0.0,0.0064102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.1250152587890625,0.003509521484375,9.365181192843128e-06,0.9999997802078264,0.0,0.0,0.0,0.0,0.0,DDoS,0.0,1.0
172.16.0.1-192.168.10.50-54678-80-6,0,0.7463064565885749,3.185322036057845e-05,4.34108527131783e-06,0.0008058017727639,0.0,0.0011782811522825,0.2242703533026113,0.0,1.4518614171057269e-300,0.0574082880141021,0.2818387533071896,0.7200000303333302,1.333333177777796e-07,0.1058333333333333,0.3841474553865386,1.2499998750000125e-07,0.0081273416666666,0.0016254683333333,0.0051612150840444,0.0081204916666666,1.6666666666666667e-08,0.0,0.0,0.0,0.0,0.9998558291160932,0.9945920549677588,2.9776271000000005e-08,3.3498304999999995e-08,0.0,0.1764705882352941,0.2331135844748764,0.1182424902232142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039215087890625,0.003509521484375,2.8095543578529385e-05,0.9999997802078264,0.0196175727272727,0.0,0.0196175727272727,0.0196175727272727,0.0,DDoS,0.0,1.0
172.16.0.1-192.168.10.50-54678-80-6,0,0.0798895093434616,0.0,4.651162790697674e-07,0.0002417405318291,0.0025806451612903,0.001009955273385,0.0003072196620583,0.0020718232044198,1.451860713564893e-300,0.0159779882690512,0.0503536684807996,0.0796313330399389,1.4999998250000205e-07,0.0,0.0,9.9999990000001e-08,0.0797229333333333,0.0199307333333333,0.0565761015450768,0.0796312333333333,3.3333333333333334e-08,0.0,0.0,0.0,0.0,0.9998558243980696,0.9945920253265956,3.477028866666667e-08,2.60777164e-07,0.0041436464088397,0.0002417405318291,0.0017979452055564,0.0,0.0,0.0,0.0,1.0,1.0,0.032051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.003509521484375,1.52587890625e-05,0.0,0.9999997802078264,0.0002816454545454,0.0,0.0002816454545454,0.0002816454545454,0.0,BENIGN,0.0,1.0
172.16.0.1-192.168.10.50-54678-80-6,0,4.699999569166707e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4518606926759487e-300,4.699999490833389e-06,0.0,4.699999490833389e-06,4.708332784027842e-06,0.0,0.0,9.9999990000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998558247705452,0.9945919623391236,0.0006049606776666,0.0009074410165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0064102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.00347900390625,0.003509521484375,0.0,0.9999998025595728,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0,1.0
172.16.0.1-192.168.10.50-54678-80-6,0,0.6978602360294784,3.185322036057845e-05,0.0008988372093023,0.2333601933924254,0.0,0.2439673207270724,0.0187403993855606,0.0,1.451861488386897e-300,0.0536816557261539,0.2735840617877322,0.6966666995277744,1.4999998250000205e-07,0.1,0.3735095258527576,5.249999475000052e-07,0.6966666666666667,0.1391666666666666,0.4430334039403054,0.6966666666666667,3.3333333333333334e-08,0.0,0.0,0.0,0.0,0.9998558319717392,0.9945920846089225,3.1843372666666673e-08,3.58237945e-08,0.0,0.2333601933924254,0.2393065068595593,0.1037426390178571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00360107421875,0.003509521484375,2.341295298210782e-05,0.9999998025595728,0.000117609090909,0.0,0.000117609090909,0.000117609090909,0.0,BENIGN,0.0,1.0
172.16.0.1-192.168.10.50-54679-80-6,1,0.0084836992223275,9.100920103022416e-06,2.0155038759689923e-06,0.0008058017727639,0.0,0.0014588242838344,0.2990271377368151,0.0,1.451924224468603e-300,0.0012120498686945,0.0045056501612414,0.008432590753136,5.16666606388896e-07,2.3920833333333333e-05,4.408816932080877e-05,2.0416664625000205e-06,0.0084831916666666,0.0021207979166666,0.0059814444687144,0.0084324833333333,1.3333333333333334e-06,0.0,0.0,0.0,0.0,0.9998558260121304,0.994592036442032,9.822883586666666e-07,2.4557208965e-06,0.0,0.2352941176470588,0.3871242390148598,0.2241088442410714,0.0,0.0,1.0,0.0,0.0,0.0064102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.1250152587890625,0.003509521484375,9.365181192843128e-06,0.9999997802078264,0.0,0.0,0.0,0.0,0.0,DDoS,0.0,1.0
172.16.0.1-192.168.10.50-54679-80-6,1,0.597811686867262,3.185322036057845e-05,4.34108527131783e-06,0.0008058017727639,0.0,0.0011782811522825,0.2242703533026113,0.0,1.4518615965868592e-300,0.0498177390447449,0.2405652957099024,0.5883333779305508,1.2499998541666836e-07,0.085,0.3144099173317516,1.0833332250000109e-07,0.001361425,0.00034035625,0.0009220989061698,0.001312875,1.325e-06,0.0,0.0,0.0,0.0,0.9998558291160932,0.994592036442032,3.7172616e-08,3.48493275e-08,0.0,0.1764705882352941,0.2496361301562344,0.1259979427678571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039215087890625,0.003509521484375,2.8095543578529385e-05,0.9999997802078264,0.0086999818181818,0.0,0.0086999818181818,0.0086999818181818,0.0,DDoS,0.0,1.0
172.16.0.1-192.168.10.50-54679-80-6,0,0.0784647178074008,1.8201840206044832e-05,2.325581395348837e-06,0.0002417405318291,0.0025806451612903,0.001009955273385,0.0,0.0,1.4518607103994939e-300,0.0196162603749051,0.0555045972389372,0.0784513081677749,8.91666562638901e-07,0.0196161541666666,0.0556340590594724,8.749999125000088e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99985582688124,0.9945919326979602,1.77008306e-07,0.0,0.0041436464088397,0.0002417405318291,0.0017979452055564,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039215087890625,0.0,1.8730362385686256e-05,0.9999997802078264,1.4627272727272727e-05,0.0,1.4627272727272727e-05,1.4627272727272727e-05,0.0,DDoS,0.0,1.0
172.16.0.1-192.168.10.50-54679-80-6,0,0.0151068486152055,9.100920103022416e-06,2.0155038759689923e-06,0.0008058017727639,0.0,0.0014588242838344,0.369431643625192,0.0,1.4518963890512899e-300,0.0021582140520268,0.0080603848758736,0.0150755733668128,6.666665888888979e-07,1.1554166666666669e-05,6.477408762123036e-06,8.424999157500085e-06,0.0151061916666666,0.0037765479166666,0.0107075984697705,0.0150754666666666,1.2916666666666669e-06,0.0,0.0,0.0,0.0,0.9998558260121304,0.994592036442032,5.516300946666666e-07,1.3790752365e-06,0.0,0.2906929895245769,0.3873240108042519,0.313643048125,0.0,0.0,1.0,0.0,0.0,0.0064102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.1250152587890625,0.003509521484375,9.365181192843128e-06,0.9999997802078264,0.0,0.0,0.0,0.0,0.0,DDoS,0.0,1.0
172.16.0.1-192.168.10.50-54679-80-6,0,0.746191023265823,2.275230025755604e-05,0.0009002325581395,0.2906929895245769,0.0,0.3257947386061224,0.0010240655401945,0.0,1.45186141833601e-300,0.0497461685024984,0.2629708869770013,0.7208333635763857,1.2499998541666836e-07,0.1491666666666666,0.466886907315947,1.9166664750000197e-07,0.7383333333333334,0.082068902775,0.3411594126599143,0.7208333333333333,8.333333333333334e-09,0.0,0.0,0.0,0.0,0.999855827874508,0.9945921290706672,2.2335658e-08,5.5839145e-08,0.0,0.2906929895245769,0.2060057413358735,0.1763587841517857,0.0,0.0,0.0,1.0,1.0,0.0064102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.003509521484375,0.0039215087890625,1.8730362385686256e-05,0.9999997802078264,0.0194308909090909,0.0,0.0194308909090909,0.0194308909090909,0.0,BENIGN,0.0,1.0
172.16.0.1-192.168.10.50-54679-80-6,0,0.0798569843464431,0.0,4.651162790697674e-07,0.0002417405318291,0.0025806451612903,0.001009955273385,0.0003072196620583,0.0020718232044198,1.451860713573401e-300,0.0159714832697559,0.0503466052596616,0.0796158913749451,1.4166665013889082e-07,0.0,0.0,9.9999990000001e-08,0.0796826333333333,0.0199206583333333,0.0565710025267427,0.0796157916666666,2.5e-08,0.0,0.0,0.0,0.0,0.9998558243980696,0.9945920253265956,3.478445e-08,2.60883376e-07,0.0041436464088397,0.0002417405318291,0.0017979452055564,0.0,0.0,0.0,0.0,1.0,1.0,0.032051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.003509521484375,1.52587890625e-05,0.0,0.9999997802078264,0.000263009090909,0.0,0.000263009090909,0.000263009090909,0.0,BENIGN,0.0,1.0
